,product_id,product_category,product_name,product_price,scrapy_datetime,style_id,color_id,color_name,fit,size_number,size_model,cotton,polyester,elastane,elasterell
128,868115006,men_jeans_skinny,skinny_cropped_jeans,29.99,2021-06-01 08:57:37,868115,6,light_denim_blue,skinny_fit,,,0.73,0.26,0.01,0.0
129,868115006,men_jeans_skinny,skinny_cropped_jeans,29.99,2021-06-01 08:57:37,868115,6,white,skinny_fit,,,0.73,0.26,0.01,0.0
130,868115006,men_jeans_skinny,skinny_cropped_jeans,29.99,2021-06-01 08:57:37,868115,6,light_blue,skinny_fit,,,0.73,0.26,0.01,0.0
131,636207019,men_jeans_slim,slim_jeans,19.99,2021-06-01 08:57:37,636207,19,dark_denim_blue,slim_fit,187,31/32,0.89,0.1,0.01,0.0
132,636207019,men_jeans_slim,slim_jeans,19.99,2021-06-01 08:57:37,636207,19,dark_gray_denim,slim_fit,187,31/32,0.89,0.1,0.01,0.0
133,636207019,men_jeans_slim,slim_jeans,19.99,2021-06-01 08:57:37,636207,19,denim_blue,slim_fit,187,31/32,0.89,0.1,0.01,0.0
134,636207019,men_jeans_slim,slim_jeans,19.99,2021-06-01 08:57:37,636207,19,gray,slim_fit,187,31/32,0.89,0.1,0.01,0.0
135,636207019,men_jeans_slim,slim_jeans,19.99,2021-06-01 08:57:37,636207,19,black,slim_fit,187,31/32,0.89,0.1,0.01,0.0
136,636207019,men_jeans_slim,slim_jeans,19.99,2021-06-01 08:57:37,636207,19,light_denim_blue,slim_fit,187,31/32,0.89,0.1,0.01,0.0
137,636207019,men_jeans_slim,slim_jeans,19.99,2021-06-01 08:57:37,636207,19,midnight_blue,slim_fit,187,31/32,0.89,0.1,0.01,0.0
138,636207019,men_jeans_slim,slim_jeans,19.99,2021-06-01 08:57:37,636207,19,dark_gray,slim_fit,187,31/32,0.89,0.1,0.01,0.0
139,636207019,men_jeans_slim,slim_jeans,19.99,2021-06-01 08:57:37,636207,19,white,slim_fit,187,31/32,0.89,0.1,0.01,0.0
140,636207019,men_jeans_slim,slim_jeans,19.99,2021-06-01 08:57:37,636207,19,pale_denim_blue,slim_fit,187,31/32,0.89,0.1,0.01,0.0
141,811993021,men_jeans_regular,regular_jeans,29.99,2021-06-01 08:57:37,811993,21,black/washed_out,regular_fit,,,0.98,0.0,0.02,0.0
142,811993021,men_jeans_regular,regular_jeans,29.99,2021-06-01 08:57:37,811993,21,graphite_gray,regular_fit,,,0.98,0.0,0.02,0.0
143,811993021,men_jeans_regular,regular_jeans,29.99,2021-06-01 08:57:37,811993,21,light_denim_blue,regular_fit,,,0.98,0.0,0.02,0.0
144,811993021,men_jeans_regular,regular_jeans,29.99,2021-06-01 08:57:37,811993,21,cream,regular_fit,,,0.98,0.0,0.02,0.0
145,811993021,men_jeans_regular,regular_jeans,29.99,2021-06-01 08:57:37,811993,21,light_blue,regular_fit,,,0.98,0.0,0.02,0.0
146,811993021,men_jeans_regular,regular_jeans,29.99,2021-06-01 08:57:37,811993,21,denim_blue,regular_fit,,,0.98,0.0,0.02,0.0
147,811993021,men_jeans_regular,regular_jeans,29.99,2021-06-01 08:57:37,811993,21,dark_denim_blue,regular_fit,,,0.98,0.0,0.02,0.0
148,753512001,men_jeans_skinny,skinny_no_fade_black_jeans,29.99,2021-06-01 08:57:37,753512,1,,,,,0.0,0.0,0.0,0.0
149,814631002,men_jeans_slim,freefit®_slim_jeans,49.99,2021-06-01 08:57:37,814631,2,light_denim_blue,slim_fit,,,0.9,0.0,0.02,0.08
150,814631002,men_jeans_slim,freefit®_slim_jeans,49.99,2021-06-01 08:57:37,814631,2,dark_gray,slim_fit,,,0.9,0.0,0.02,0.08
151,814631002,men_jeans_slim,freefit®_slim_jeans,49.99,2021-06-01 08:57:37,814631,2,pale_denim_blue,slim_fit,,,0.9,0.0,0.02,0.08
152,814631002,men_jeans_slim,freefit®_slim_jeans,49.99,2021-06-01 08:57:37,814631,2,light_gray,slim_fit,,,0.9,0.0,0.02,0.08
153,814631002,men_jeans_slim,freefit®_slim_jeans,49.99,2021-06-01 08:57:37,814631,2,black/no_fade_black,slim_fit,,,0.9,0.0,0.02,0.08
154,814631002,men_jeans_slim,freefit®_slim_jeans,49.99,2021-06-01 08:57:37,814631,2,dark_blue,slim_fit,,,0.9,0.0,0.02,0.08
155,814631002,men_jeans_slim,freefit®_slim_jeans,49.99,2021-06-01 08:57:37,814631,2,white,slim_fit,,,0.9,0.0,0.02,0.08
156,814631002,men_jeans_slim,freefit®_slim_jeans,49.99,2021-06-01 08:57:37,814631,2,gray,slim_fit,,,0.9,0.0,0.02,0.08
157,814631002,men_jeans_slim,freefit®_slim_jeans,49.99,2021-06-01 08:57:37,814631,2,dark_denim_blue,slim_fit,,,0.9,0.0,0.02,0.08
158,868115005,men_jeans_skinny,skinny_cropped_jeans,29.99,2021-06-01 08:57:37,868115,5,denim_blue,skinny_fit,,,0.73,0.26,0.01,0.0
159,868115005,men_jeans_skinny,skinny_cropped_jeans,29.99,2021-06-01 08:57:37,868115,5,light_denim_blue,skinny_fit,,,0.73,0.26,0.01,0.0
160,868115005,men_jeans_skinny,skinny_cropped_jeans,29.99,2021-06-01 08:57:37,868115,5,white,skinny_fit,,,0.73,0.26,0.01,0.0
161,868115005,men_jeans_skinny,skinny_cropped_jeans,29.99,2021-06-01 08:57:37,868115,5,light_blue,skinny_fit,,,0.73,0.26,0.01,0.0
162,720504010,men_jeans_skinny,skinny_jeans,24.99,2021-06-01 08:57:37,720504,10,dark_blue,skinny_fit,,,0.9,0.08,0.02,0.0
163,720504010,men_jeans_skinny,skinny_jeans,24.99,2021-06-01 08:57:37,720504,10,black,skinny_fit,188,31/32,0.73,0.26,0.01,0.0
164,720504010,men_jeans_skinny,skinny_jeans,24.99,2021-06-01 08:57:37,720504,10,dark_denim_blue,skinny_fit,188,31/32,0.73,0.26,0.01,0.0
165,720504010,men_jeans_skinny,skinny_jeans,24.99,2021-06-01 08:57:37,720504,10,light_denim_blue,skinny_fit,188,31/32,0.73,0.26,0.01,0.0
166,720504010,men_jeans_skinny,skinny_jeans,24.99,2021-06-01 08:57:37,720504,10,light_gray,skinny_fit,188,31/32,0.73,0.26,0.01,0.0
167,720504010,men_jeans_skinny,skinny_jeans,24.99,2021-06-01 08:57:37,720504,10,midnight_blue,skinny_fit,188,31/32,0.73,0.26,0.01,0.0
168,720504010,men_jeans_skinny,skinny_jeans,24.99,2021-06-01 08:57:37,720504,10,dark_gray,skinny_fit,188,31/32,0.73,0.26,0.01,0.0
169,720504010,men_jeans_skinny,skinny_jeans,24.99,2021-06-01 08:57:37,720504,10,denim_blue,skinny_fit,188,31/32,0.73,0.26,0.01,0.0
170,720504010,men_jeans_skinny,skinny_jeans,24.99,2021-06-01 08:57:37,720504,10,light_blue,skinny_fit,188,31/32,0.73,0.26,0.01,0.0
