,product_id,product_category,product_name,product_price,scrapy_datetime,style_id,color_id,color_name,Fit,Composition,Size,Product safety
108,0636207006,men_jeans_slim,Slim Jeans,$ 19.99,2021-06-01 08:57:37,0636207,006,Pale denim blue,Slim fit,"Pocket lining: Polyester 65%, Cotton 35%",,
109,0636207006,men_jeans_slim,Slim Jeans,$ 19.99,2021-06-01 08:57:37,0636207,006,Pale denim blue,Slim fit,"Cotton 89%, Polyester 10%, Elastane 1%",,
110,0636207006,men_jeans_slim,Slim Jeans,$ 19.99,2021-06-01 08:57:37,0636207,006,Dark denim blue,Slim fit,Pocket lining: Cotton 100%,"The model is 190cm/6'3"" and wears a size 31/32",
111,0636207006,men_jeans_slim,Slim Jeans,$ 19.99,2021-06-01 08:57:37,0636207,006,Dark denim blue,Slim fit,"Cotton 89%, Polyester 10%, Elastane 1%","The model is 190cm/6'3"" and wears a size 31/32",
112,0636207006,men_jeans_slim,Slim Jeans,$ 19.99,2021-06-01 08:57:37,0636207,006,Dark gray denim,Slim fit,Pocket lining: Cotton 100%,"The model is 190cm/6'3"" and wears a size 31/32",
113,0636207006,men_jeans_slim,Slim Jeans,$ 19.99,2021-06-01 08:57:37,0636207,006,Dark gray denim,Slim fit,"Cotton 89%, Polyester 10%, Elastane 1%","The model is 190cm/6'3"" and wears a size 31/32",
114,0636207006,men_jeans_slim,Slim Jeans,$ 19.99,2021-06-01 08:57:37,0636207,006,Denim blue,Slim fit,Pocket lining: Cotton 100%,"The model is 190cm/6'3"" and wears a size 31/32",
115,0636207006,men_jeans_slim,Slim Jeans,$ 19.99,2021-06-01 08:57:37,0636207,006,Denim blue,Slim fit,"Cotton 89%, Polyester 10%, Elastane 1%","The model is 190cm/6'3"" and wears a size 31/32",
116,0636207006,men_jeans_slim,Slim Jeans,$ 19.99,2021-06-01 08:57:37,0636207,006,Gray,Slim fit,Pocket lining: Cotton 100%,"The model is 190cm/6'3"" and wears a size 31/32",
117,0636207006,men_jeans_slim,Slim Jeans,$ 19.99,2021-06-01 08:57:37,0636207,006,Gray,Slim fit,"Cotton 89%, Polyester 10%, Elastane 1%","The model is 190cm/6'3"" and wears a size 31/32",
